upi,true_val,pred_val,pred_prob,pred_correct
UPI000009BBCE,endolysin,endolysin,0.97,1.0
UPI000009C14F,endolysin,endolysin,0.91,1.0
UPI000009C1F4,VAL,VAL,0.98,1.0
UPI000009C440,endolysin,endolysin,1.0,1.0
UPI000009C51A,endolysin,endolysin,0.82,1.0
UPI00000E2947,VAL,VAL,1.0,1.0
UPI000012EA34,endolysin,endolysin,0.87,1.0
UPI000012EA42,endolysin,endolysin,1.0,1.0
UPI000012EA44,endolysin,endolysin,0.99,1.0
UPI000012EA48,endolysin,endolysin,0.98,1.0
UPI000012EA4B,endolysin,endolysin,0.96,1.0
UPI000012EA4D,endolysin,endolysin,1.0,1.0
UPI000012EAAB,VAL,VAL,0.63,1.0
UPI0000136BE2,VAL,VAL,0.79,1.0
UPI0000136BE4,VAL,VAL,0.74,1.0
UPI0000175ADA,endolysin,endolysin,1.0,1.0
UPI000017D5A5,endolysin,endolysin,1.0,1.0
UPI000021CB52,endolysin,endolysin,0.98,1.0
UPI0000224513,VAL,VAL,0.83,1.0
UPI0000227B34,VAL,VAL,0.85,1.0
UPI00003504B3,endolysin,endolysin,0.98,1.0
UPI000035D59C,VAL,VAL,1.0,1.0
UPI0000505AC7,endolysin,endolysin,0.99,1.0
UPI00005EEA52,endolysin,endolysin,1.0,1.0
UPI0000661953,endolysin,endolysin,1.0,1.0
UPI0000D82408,VAL,VAL,0.99,1.0
UPI0000EBF803,endolysin,endolysin,0.89,1.0
UPI0000EC7F48,endolysin,endolysin,0.98,1.0
UPI000156606F,endolysin,endolysin,0.92,1.0
UPI000162C8AB,endolysin,endolysin,0.92,1.0
UPI000172D02E,VAL,VAL,0.99,1.0
UPI000175774F,endolysin,endolysin,0.99,1.0
UPI000178C1E1,endolysin,endolysin,1.0,1.0
UPI00017BA5B9,VAL,VAL,0.99,1.0
UPI00018383B9,endolysin,endolysin,0.8,1.0
UPI000183D393,endolysin,endolysin,0.9,1.0
UPI000189C12B,endolysin,endolysin,1.0,1.0
UPI0001A5C4F1,VAL,VAL,1.0,1.0
UPI0001B2FC87,endolysin,endolysin,0.94,1.0
UPI0001BB427C,endolysin,endolysin,0.99,1.0
UPI0001CDD758,VAL,VAL,1.0,1.0
UPI0001D0079B,VAL,VAL,0.98,1.0
UPI0001E1309E,endolysin,endolysin,1.0,1.0
UPI0001E25B4E,endolysin,endolysin,1.0,1.0
UPI0001E84EF5,endolysin,endolysin,0.73,1.0
UPI0001F4DFBB,endolysin,endolysin,0.93,1.0
UPI0001F7368B,VAL,VAL,0.99,1.0
UPI000201C5A3,endolysin,endolysin,1.0,1.0
UPI0002049E6E,VAL,VAL,1.0,1.0
UPI000207845B,endolysin,endolysin,1.0,1.0
UPI0002147E9C,endolysin,endolysin,0.93,1.0
UPI000218DF2A,VAL,VAL,1.0,1.0
UPI000218E25D,endolysin,endolysin,1.0,1.0
UPI000218E4B0,endolysin,endolysin,1.0,1.0
UPI000218E64E,endolysin,endolysin,1.0,1.0
UPI00022A6E2C,endolysin,endolysin,1.0,1.0
UPI00022A8652,endolysin,endolysin,1.0,1.0
UPI000231E883,VAL,VAL,1.0,1.0
UPI000232F30F,endolysin,endolysin,0.99,1.0
UPI00024191D1,endolysin,endolysin,1.0,1.0
UPI000241941F,VAL,VAL,0.94,1.0
UPI000241E146,endolysin,endolysin,0.99,1.0
UPI000246A65D,endolysin,endolysin,0.99,1.0
UPI00024EB292,endolysin,endolysin,1.0,1.0
UPI00024EB69D,VAL,VAL,0.75,1.0
UPI0002661FD2,VAL,VAL,1.0,1.0
UPI00027F0476,endolysin,endolysin,0.99,1.0
UPI00027F05D8,VAL,VAL,0.99,1.0
UPI0002861D46,endolysin,endolysin,0.9,1.0
UPI00028A9963,endolysin,endolysin,0.99,1.0
UPI00028B2880,endolysin,endolysin,1.0,1.0
UPI00028B4F15,endolysin,endolysin,1.0,1.0
UPI00028B935B,endolysin,endolysin,1.0,1.0
UPI00028CB3BC,endolysin,endolysin,1.0,1.0
UPI000291CE0B,endolysin,endolysin,0.89,1.0
UPI00029CEBB4,endolysin,endolysin,0.99,1.0
UPI00029CECF7,VAL,VAL,0.99,1.0
UPI00029CFBB2,endolysin,endolysin,0.99,1.0
UPI00029D04C2,VAL,VAL,0.98,1.0
UPI00029D1BD0,VAL,VAL,1.0,1.0
UPI00029D29E1,VAL,VAL,0.94,1.0
UPI00029D3CF0,VAL,VAL,0.97,1.0
UPI0002A6B4CB,endolysin,VAL,0.55,0.0
UPI0002AB227C,VAL,VAL,1.0,1.0
UPI0002B1C95D,VAL,VAL,1.0,1.0
UPI0002BB1C6D,endolysin,endolysin,0.97,1.0
UPI0002C04C58,endolysin,endolysin,0.92,1.0
UPI0002CC264D,VAL,VAL,0.73,1.0
UPI0002CCE7FA,VAL,VAL,1.0,1.0
UPI0002E46460,VAL,VAL,1.0,1.0
UPI00031627AA,VAL,VAL,0.92,1.0
UPI00031970E7,VAL,VAL,1.0,1.0
UPI000319EA4F,endolysin,endolysin,0.96,1.0
UPI00032722EC,endolysin,endolysin,1.0,1.0
UPI00032B2B03,endolysin,endolysin,0.99,1.0
UPI00032B53C3,VAL,VAL,1.0,1.0
UPI000332AC02,endolysin,endolysin,1.0,1.0
UPI0003518C40,endolysin,endolysin,0.98,1.0
UPI00035AB3A3,VAL,VAL,0.92,1.0
UPI0003846273,endolysin,endolysin,1.0,1.0
UPI00038809AC,VAL,VAL,1.0,1.0
UPI00039223E2,endolysin,endolysin,1.0,1.0
UPI0003B0C513,endolysin,endolysin,0.95,1.0
UPI0003B103D8,VAL,VAL,1.0,1.0
UPI0003B9FDB6,endolysin,endolysin,1.0,1.0
UPI0003BC0707,endolysin,endolysin,0.98,1.0
UPI0003BE7EC3,endolysin,endolysin,0.96,1.0
UPI0003C0D5D9,VAL,VAL,1.0,1.0
UPI0003C857B9,endolysin,endolysin,0.99,1.0
UPI0003C9D7B6,endolysin,endolysin,0.88,1.0
UPI0003D29CA4,endolysin,endolysin,0.99,1.0
UPI0003DC5879,endolysin,endolysin,0.96,1.0
UPI0003FA3EF5,endolysin,endolysin,0.84,1.0
UPI00044A970C,endolysin,endolysin,0.99,1.0
UPI0004592B74,VAL,VAL,1.0,1.0
UPI00045936B1,endolysin,endolysin,0.98,1.0
UPI00049AFA08,endolysin,endolysin,0.92,1.0
UPI00049B1450,VAL,VAL,0.53,1.0
UPI0004D1DEBC,endolysin,endolysin,0.95,1.0
UPI0004E5C03F,VAL,VAL,1.0,1.0
UPI0004EF8BDD,endolysin,endolysin,1.0,1.0
UPI0004F5C177,VAL,VAL,1.0,1.0
UPI000501C1C6,VAL,VAL,0.82,1.0
UPI0005154069,endolysin,endolysin,0.93,1.0
UPI0005396171,endolysin,endolysin,0.99,1.0
UPI000540CA97,VAL,VAL,0.97,1.0
UPI000572A47A,endolysin,endolysin,1.0,1.0
UPI000572FDBD,VAL,VAL,0.85,1.0
UPI000578CFCB,endolysin,endolysin,0.94,1.0
UPI0005AD239A,VAL,VAL,1.0,1.0
UPI0005D85010,VAL,VAL,0.99,1.0
UPI0005FEB33B,endolysin,endolysin,1.0,1.0
UPI000618FB5F,VAL,VAL,1.0,1.0
UPI000618FEBE,endolysin,endolysin,0.95,1.0
UPI00061902F4,endolysin,endolysin,0.96,1.0
UPI0006204327,VAL,VAL,0.93,1.0
UPI000620D7BD,VAL,VAL,1.0,1.0
UPI000620DD41,VAL,VAL,0.7,1.0
UPI0006214750,VAL,VAL,0.96,1.0
UPI00062441CB,endolysin,endolysin,0.99,1.0
UPI0006244A8C,endolysin,endolysin,1.0,1.0
UPI000624A8B7,endolysin,endolysin,0.99,1.0
UPI000624C072,VAL,VAL,1.0,1.0
UPI0006554E3D,endolysin,endolysin,0.94,1.0
UPI00065B11CB,endolysin,endolysin,1.0,1.0
UPI00065B12F3,endolysin,endolysin,0.96,1.0
UPI00065B221D,endolysin,endolysin,1.0,1.0
UPI00065F3472,VAL,VAL,0.97,1.0
UPI00067C667E,endolysin,endolysin,0.87,1.0
UPI0006A29C61,endolysin,endolysin,0.97,1.0
UPI0006A2B2CB,endolysin,endolysin,0.83,1.0
UPI0006A66748,endolysin,endolysin,1.0,1.0
UPI0006A66794,endolysin,endolysin,0.99,1.0
UPI0006BC18E9,VAL,VAL,1.0,1.0
UPI0006BC8B74,VAL,VAL,1.0,1.0
UPI0006BCA786,endolysin,endolysin,0.98,1.0
UPI0006BCB3A8,VAL,VAL,1.0,1.0
UPI0006BCEE72,endolysin,endolysin,0.98,1.0
UPI0006BD1580,endolysin,endolysin,0.98,1.0
UPI0006BD5D0D,VAL,VAL,1.0,1.0
UPI0006BD6352,endolysin,endolysin,1.0,1.0
UPI0006BDE448,VAL,VAL,1.0,1.0
UPI0006BE0109,VAL,VAL,1.0,1.0
UPI0006CE32FA,endolysin,endolysin,0.97,1.0
UPI0006CE410C,endolysin,endolysin,0.93,1.0
UPI0006CE4221,endolysin,endolysin,0.91,1.0
UPI000705B535,VAL,VAL,1.0,1.0
UPI000705D424,endolysin,endolysin,1.0,1.0
UPI000706B362,VAL,VAL,0.99,1.0
UPI00071EB7DF,VAL,VAL,0.97,1.0
UPI00074484B8,endolysin,endolysin,0.96,1.0
UPI000744919A,endolysin,endolysin,1.0,1.0
UPI000744A01C,endolysin,endolysin,1.0,1.0
UPI00078B54E4,endolysin,endolysin,1.0,1.0
UPI00078B709C,endolysin,endolysin,1.0,1.0
UPI00078B8AD3,endolysin,endolysin,0.94,1.0
UPI00078C06B1,endolysin,endolysin,0.99,1.0
UPI00078C5CD5,endolysin,endolysin,1.0,1.0
UPI00078D7142,endolysin,endolysin,1.0,1.0
UPI00078D9B53,endolysin,endolysin,1.0,1.0
UPI00078DEE06,endolysin,endolysin,0.89,1.0
UPI0007A01716,endolysin,endolysin,1.0,1.0
UPI0007A7713F,endolysin,endolysin,0.99,1.0
UPI0007A7729D,VAL,VAL,0.99,1.0
UPI0007A7752A,VAL,VAL,1.0,1.0
UPI0007A777A1,endolysin,endolysin,1.0,1.0
UPI0007B60E9C,endolysin,endolysin,1.0,1.0
UPI0007B632F0,VAL,VAL,1.0,1.0
UPI0007C61BDA,endolysin,endolysin,1.0,1.0
UPI0007F0C609,endolysin,endolysin,1.0,1.0
UPI0007F0D751,endolysin,endolysin,1.0,1.0
UPI000809183D,VAL,VAL,0.54,1.0
UPI0008111EEB,endolysin,endolysin,1.0,1.0
UPI00084EFD9C,endolysin,endolysin,0.98,1.0
UPI00086545D6,endolysin,endolysin,0.96,1.0
UPI0008657906,endolysin,endolysin,1.0,1.0
UPI000866000D,endolysin,endolysin,1.0,1.0
UPI0008661DF4,endolysin,endolysin,1.0,1.0
UPI0008665C0A,endolysin,endolysin,0.97,1.0
UPI00088703C2,VAL,VAL,0.91,1.0
UPI0008DC385E,endolysin,endolysin,1.0,1.0
UPI0008DC404A,VAL,VAL,0.73,1.0
UPI00090CA6C7,endolysin,endolysin,0.98,1.0
UPI00090CC1A1,endolysin,endolysin,1.0,1.0
UPI00090CD69B,VAL,endolysin,0.68,0.0
UPI0009476602,VAL,VAL,1.0,1.0
UPI000957BA44,endolysin,endolysin,0.99,1.0
UPI0009804247,endolysin,endolysin,1.0,1.0
UPI0009808159,VAL,VAL,0.97,1.0
UPI000982E64E,VAL,VAL,0.9,1.0
UPI0009C1BBD6,endolysin,endolysin,0.92,1.0
UPI0009C1F6A0,endolysin,endolysin,0.91,1.0
UPI0009C2A38D,VAL,VAL,1.0,1.0
UPI0009C2B0DB,VAL,VAL,0.72,1.0
UPI0009C39D3A,endolysin,endolysin,1.0,1.0
UPI000A27584E,endolysin,endolysin,0.99,1.0
UPI000A2759BC,VAL,VAL,1.0,1.0
UPI000A2BB00A,VAL,VAL,0.95,1.0
UPI000A31C0F9,endolysin,endolysin,0.98,1.0
UPI000A31CFFD,VAL,VAL,0.95,1.0
UPI000B3E1A17,endolysin,endolysin,0.93,1.0
UPI000B57C139,VAL,VAL,1.0,1.0
UPI000B5E7F59,endolysin,endolysin,0.9,1.0
UPI000B5F6D7F,endolysin,endolysin,1.0,1.0
UPI000B614A63,endolysin,endolysin,0.93,1.0
UPI000B946FB4,endolysin,endolysin,0.96,1.0
UPI000B9470DC,VAL,VAL,1.0,1.0
UPI000B948848,VAL,VAL,1.0,1.0
UPI000B94CA7C,VAL,VAL,0.94,1.0
UPI000B94D96D,endolysin,endolysin,0.99,1.0
UPI000B9D5A4B,endolysin,endolysin,0.99,1.0
UPI000B9D784A,endolysin,endolysin,1.0,1.0
UPI000BA0DCD7,endolysin,endolysin,1.0,1.0
UPI000BB9DDFD,VAL,VAL,0.53,1.0
UPI000BBF5AD9,endolysin,endolysin,0.99,1.0
UPI000BBF7A35,VAL,VAL,0.55,1.0
UPI000BBF7B42,endolysin,endolysin,1.0,1.0
UPI000BBFFED3,endolysin,endolysin,0.93,1.0
UPI000BC0016B,VAL,VAL,1.0,1.0
UPI000BC02CDD,endolysin,endolysin,0.99,1.0
UPI000BC07DFB,VAL,VAL,0.98,1.0
UPI000BC0B03C,VAL,VAL,1.0,1.0
UPI000BC0D073,VAL,VAL,0.94,1.0
UPI000BC3057E,VAL,VAL,1.0,1.0
UPI000BE4A5D6,endolysin,endolysin,0.85,1.0
UPI000BEC673E,endolysin,endolysin,0.96,1.0
UPI000BEDAEBA,endolysin,endolysin,0.97,1.0
UPI000C05A01D,VAL,VAL,1.0,1.0
UPI000C05C535,VAL,VAL,1.0,1.0
UPI000C0C254D,VAL,VAL,1.0,1.0
UPI000C0C3A7A,endolysin,endolysin,1.0,1.0
UPI000C5056A4,endolysin,endolysin,0.99,1.0
UPI000CA056D3,VAL,VAL,1.0,1.0
UPI000CA09D52,VAL,VAL,1.0,1.0
UPI000CA0E60A,VAL,VAL,1.0,1.0
UPI000CA0F443,endolysin,endolysin,0.98,1.0
UPI000CA0FC4B,endolysin,endolysin,0.97,1.0
UPI000CA19F6A,VAL,VAL,1.0,1.0
UPI000CA1B719,endolysin,endolysin,0.96,1.0
UPI000CA1D611,VAL,VAL,1.0,1.0
UPI000CA1E0A3,endolysin,endolysin,1.0,1.0
UPI000CA298CE,endolysin,endolysin,1.0,1.0
UPI000CA3E18A,endolysin,endolysin,1.0,1.0
UPI000CDC6F6B,VAL,VAL,1.0,1.0
UPI000CDC8D74,VAL,VAL,0.99,1.0
UPI000CDC9857,endolysin,endolysin,1.0,1.0
UPI000CDF3530,VAL,VAL,1.0,1.0
UPI000D20146C,VAL,VAL,0.84,1.0
UPI000D2015F9,VAL,VAL,1.0,1.0
UPI000D2020AF,endolysin,endolysin,1.0,1.0
UPI000D2060C5,endolysin,endolysin,0.99,1.0
UPI000D2064C1,endolysin,endolysin,0.98,1.0
UPI000D208AA2,VAL,VAL,1.0,1.0
UPI000D20E82A,endolysin,endolysin,0.98,1.0
UPI000D20F970,VAL,VAL,1.0,1.0
UPI000D21794A,endolysin,endolysin,0.99,1.0
UPI000D21DCCA,VAL,VAL,1.0,1.0
UPI000D21DFDC,endolysin,endolysin,1.0,1.0
UPI000D225273,VAL,VAL,1.0,1.0
UPI000D22A2F4,endolysin,endolysin,1.0,1.0
UPI000D542E68,endolysin,endolysin,1.0,1.0
UPI000D54601C,VAL,VAL,1.0,1.0
UPI000D5A487F,endolysin,endolysin,1.0,1.0
UPI000D7DD447,VAL,VAL,0.89,1.0
UPI000D7E03E1,endolysin,endolysin,1.0,1.0
UPI000D7E255B,VAL,VAL,1.0,1.0
UPI000D7E8029,VAL,VAL,1.0,1.0
UPI000DC65560,endolysin,endolysin,1.0,1.0
UPI000DCAB276,endolysin,endolysin,0.99,1.0
UPI000DCAC7D8,endolysin,endolysin,0.9,1.0
UPI000DF02367,endolysin,endolysin,0.98,1.0
UPI000DF049D0,VAL,VAL,0.98,1.0
UPI000DF04CE1,endolysin,endolysin,0.99,1.0
UPI000DF06FD1,endolysin,endolysin,0.81,1.0
UPI000DF07C20,endolysin,endolysin,1.0,1.0
UPI000DF0C995,VAL,VAL,1.0,1.0
UPI000DF62A74,VAL,VAL,1.0,1.0
UPI000E28DA8B,endolysin,endolysin,1.0,1.0
UPI000E2908A1,endolysin,endolysin,0.99,1.0
UPI000E29250E,endolysin,endolysin,1.0,1.0
UPI000E293750,endolysin,endolysin,1.0,1.0
UPI000E2938C6,VAL,VAL,1.0,1.0
UPI000E295F88,endolysin,endolysin,0.92,1.0
UPI000E296C33,endolysin,endolysin,1.0,1.0
UPI000E2975F9,endolysin,endolysin,1.0,1.0
UPI000E297638,VAL,VAL,1.0,1.0
UPI000E2988F7,endolysin,endolysin,0.96,1.0
UPI000E2993D3,endolysin,endolysin,1.0,1.0
UPI000E29AA4B,endolysin,endolysin,1.0,1.0
UPI000E29B4CA,endolysin,endolysin,1.0,1.0
UPI000E29B6B8,VAL,VAL,1.0,1.0
UPI000E29BE4C,VAL,VAL,0.99,1.0
UPI000E33363A,VAL,VAL,0.98,1.0
UPI000E3361DF,endolysin,endolysin,0.99,1.0
UPI000E337812,endolysin,endolysin,0.91,1.0
UPI000E35E947,VAL,VAL,0.97,1.0
UPI000EB63591,endolysin,endolysin,1.0,1.0
UPI000EB674D0,endolysin,endolysin,0.98,1.0
UPI000EB6AAFA,endolysin,endolysin,1.0,1.0
UPI000EB6AEC5,endolysin,endolysin,1.0,1.0
UPI000EB6C47E,endolysin,endolysin,0.99,1.0
UPI000EB6E0B7,VAL,VAL,1.0,1.0
UPI000EB70D1A,endolysin,endolysin,0.62,1.0
UPI000EB71A8F,endolysin,endolysin,0.98,1.0
UPI000EB71BB7,endolysin,endolysin,0.95,1.0
UPI000EB727CD,VAL,VAL,1.0,1.0
UPI000EB76B91,VAL,VAL,1.0,1.0
UPI000EB78CB2,endolysin,endolysin,0.94,1.0
UPI000F0BF336,endolysin,endolysin,1.0,1.0
UPI000F0C7E96,endolysin,endolysin,0.87,1.0
UPI000F0C8A56,endolysin,endolysin,0.87,1.0
UPI000F0CA6AE,VAL,VAL,0.98,1.0
UPI000F431014,VAL,VAL,1.0,1.0
UPI000F432AAC,endolysin,endolysin,1.0,1.0
UPI000F434327,VAL,VAL,0.98,1.0
UPI000F438849,endolysin,endolysin,1.0,1.0
UPI000F6B3380,VAL,VAL,1.0,1.0
UPI000F6BDFF8,endolysin,endolysin,1.0,1.0
UPI000F6C75DB,VAL,VAL,1.0,1.0
UPI000F6D267A,VAL,VAL,1.0,1.0
UPI000F6DE702,VAL,VAL,0.97,1.0
UPI000F6E2CA0,VAL,VAL,1.0,1.0
UPI000F6EA6E2,VAL,VAL,1.0,1.0
UPI000F6F367A,VAL,VAL,1.0,1.0
UPI000F6F76E7,VAL,VAL,1.0,1.0
UPI000F6F84B9,VAL,VAL,1.0,1.0
UPI000F6FFF0E,VAL,VAL,1.0,1.0
UPI000F707A53,VAL,VAL,1.0,1.0
UPI000F718CE6,VAL,VAL,1.0,1.0
UPI000F71BA63,VAL,VAL,1.0,1.0
UPI000F720614,endolysin,endolysin,0.98,1.0
UPI000FDF801F,VAL,endolysin,0.53,0.0
UPI00100A21D4,VAL,VAL,1.0,1.0
UPI0010179BCB,endolysin,endolysin,1.0,1.0
UPI001017DFA8,endolysin,endolysin,1.0,1.0
UPI001017E9F7,VAL,VAL,1.0,1.0
UPI0010182120,VAL,VAL,1.0,1.0
UPI001018C48A,VAL,VAL,1.0,1.0
UPI0010197C18,VAL,VAL,1.0,1.0
UPI001019A931,endolysin,endolysin,0.95,1.0
UPI001019E2BE,endolysin,endolysin,1.0,1.0
UPI0010AFB244,VAL,VAL,1.0,1.0
UPI0010AFB2F3,endolysin,endolysin,1.0,1.0
UPI0010AFBA5A,endolysin,endolysin,0.98,1.0
UPI0010B11ACF,VAL,VAL,1.0,1.0
UPI0010B16906,VAL,endolysin,0.77,0.0
UPI0010B1A1EB,VAL,VAL,1.0,1.0
UPI0010B287D6,endolysin,endolysin,1.0,1.0
UPI0010B4B595,endolysin,endolysin,1.0,1.0
UPI0010B7C181,endolysin,endolysin,1.0,1.0
UPI0010BAB0B1,endolysin,endolysin,1.0,1.0
UPI0010BB0FE5,VAL,VAL,1.0,1.0
UPI0010C25516,endolysin,endolysin,0.98,1.0
UPI0010C29EFB,VAL,VAL,1.0,1.0
UPI0010C2A26E,VAL,VAL,0.93,1.0
UPI0010C37961,VAL,VAL,1.0,1.0
UPI0010C3CAA5,endolysin,endolysin,1.0,1.0
UPI0010C41555,endolysin,endolysin,0.91,1.0
UPI0010C41730,endolysin,endolysin,0.94,1.0
UPI0010C41C19,endolysin,endolysin,0.93,1.0
UPI0010C4D03C,endolysin,endolysin,0.98,1.0
UPI0010C4D6D6,endolysin,endolysin,0.99,1.0
UPI0010C4E6D6,endolysin,endolysin,0.95,1.0
UPI0010C54C4B,endolysin,endolysin,1.0,1.0
UPI0011621554,endolysin,endolysin,0.94,1.0
UPI00116264C9,endolysin,endolysin,0.89,1.0
UPI001162CDB3,VAL,VAL,1.0,1.0
UPI00116344D4,endolysin,endolysin,0.99,1.0
UPI00116353D5,endolysin,endolysin,0.99,1.0
UPI001163CE76,VAL,VAL,1.0,1.0
UPI001163E6FA,endolysin,endolysin,1.0,1.0
UPI0011647800,endolysin,endolysin,0.9,1.0
UPI0011647BFE,endolysin,endolysin,0.97,1.0
UPI0011648A39,VAL,VAL,0.96,1.0
UPI00116497C6,endolysin,endolysin,1.0,1.0
UPI001164DCF6,endolysin,endolysin,0.97,1.0
UPI001164F6FB,VAL,VAL,0.54,1.0
UPI001164F795,endolysin,endolysin,0.96,1.0
UPI0011654035,VAL,VAL,1.0,1.0
UPI0011658C0F,VAL,VAL,1.0,1.0
UPI001165C619,endolysin,endolysin,1.0,1.0
UPI00118BD3B4,endolysin,endolysin,0.98,1.0
UPI000005CA1A,VAL,VAL,1.0,1.0
UPI000009AFE7,endolysin,endolysin,1.0,1.0
UPI000009B079,VAL,VAL,0.99,1.0
UPI000009B3FC,VAL,VAL,0.9,1.0
UPI000009B408,endolysin,endolysin,0.97,1.0
UPI000009B5E8,endolysin,endolysin,0.95,1.0
UPI000009B71A,VAL,VAL,1.0,1.0
UPI000009BE31,endolysin,endolysin,1.0,1.0
UPI000009BFC3,endolysin,endolysin,0.88,1.0
UPI000009C032,VAL,VAL,0.89,1.0
UPI00000B5A0D,VAL,VAL,0.9,1.0
UPI00000CAF04,VAL,VAL,1.0,1.0
UPI000012EA45,endolysin,endolysin,0.98,1.0
UPI000012EA46,endolysin,endolysin,0.99,1.0
UPI0000136BDE,VAL,VAL,0.69,1.0
UPI00001384B8,endolysin,endolysin,1.0,1.0
UPI00001384D8,VAL,VAL,0.51,1.0
UPI00001A9BAB,endolysin,endolysin,0.95,1.0
UPI00001B6801,endolysin,endolysin,0.99,1.0
UPI000022EFEE,endolysin,endolysin,0.98,1.0
UPI000050502C,VAL,VAL,1.0,1.0
UPI0000505B31,endolysin,endolysin,0.99,1.0
UPI0000505BD3,VAL,VAL,1.0,1.0
UPI00005AA1F0,endolysin,endolysin,1.0,1.0
UPI00005AD436,endolysin,VAL,0.53,0.0
UPI00005AD447,endolysin,endolysin,0.81,1.0
UPI00005FE5FA,endolysin,endolysin,0.99,1.0
UPI0000679557,endolysin,endolysin,0.99,1.0
UPI000069AAFC,endolysin,endolysin,0.99,1.0
UPI0000D88BBD,endolysin,endolysin,1.0,1.0
UPI0000D88D30,VAL,VAL,1.0,1.0
UPI0000E2D1FA,VAL,VAL,1.0,1.0
UPI0000E2D432,endolysin,endolysin,0.97,1.0
UPI00015FCF6D,endolysin,endolysin,1.0,1.0
UPI00016A00FD,VAL,VAL,0.79,1.0
UPI00018148CD,endolysin,endolysin,1.0,1.0
UPI00018149F6,endolysin,endolysin,1.0,1.0
UPI0001A57A97,endolysin,endolysin,0.96,1.0
UPI0001A5C28D,endolysin,endolysin,0.87,1.0
UPI0001BBF1E1,endolysin,endolysin,1.0,1.0
UPI0001BEF4AB,endolysin,endolysin,0.96,1.0
UPI0001BEFB97,endolysin,endolysin,0.97,1.0
UPI0001C0AB4C,VAL,VAL,1.0,1.0
UPI0001CD8D78,VAL,VAL,1.0,1.0
UPI0001D1244B,endolysin,endolysin,0.93,1.0
UPI0001D1D77A,endolysin,VAL,0.59,0.0
UPI0001D1D7DF,VAL,VAL,0.74,1.0
UPI0001D9A22A,endolysin,endolysin,0.99,1.0
UPI0001DDD181,endolysin,endolysin,0.99,1.0
UPI0001E13041,endolysin,endolysin,1.0,1.0
UPI0001E40343,VAL,VAL,0.99,1.0
UPI0001E60957,endolysin,endolysin,1.0,1.0
UPI0001E609A5,VAL,VAL,1.0,1.0
UPI0001F1F943,endolysin,endolysin,0.99,1.0
UPI0001F1FBE0,VAL,VAL,0.96,1.0
UPI0001F636DE,VAL,VAL,1.0,1.0
UPI0001F6F765,VAL,VAL,1.0,1.0
UPI0001F73733,endolysin,endolysin,0.93,1.0
UPI000202A2D2,VAL,VAL,0.64,1.0
UPI0002049DFE,endolysin,endolysin,0.99,1.0
UPI000218DD03,endolysin,endolysin,1.0,1.0
UPI000218DEFC,endolysin,endolysin,1.0,1.0
UPI000218E3A2,VAL,VAL,1.0,1.0
UPI000218EAEA,endolysin,endolysin,1.0,1.0
UPI00021AE24A,endolysin,endolysin,0.98,1.0
UPI00021C4C96,endolysin,endolysin,1.0,1.0
UPI000229018E,endolysin,endolysin,1.0,1.0
UPI00022A380A,VAL,VAL,0.85,1.0
UPI00022A3A76,endolysin,endolysin,1.0,1.0
UPI00022A8419,endolysin,endolysin,1.0,1.0
UPI000231EB31,endolysin,endolysin,0.95,1.0
UPI000232EE70,endolysin,endolysin,1.0,1.0
UPI000232F632,endolysin,endolysin,1.0,1.0
UPI00023449C5,VAL,VAL,1.0,1.0
UPI00023EED92,endolysin,endolysin,0.98,1.0
UPI000241DFEB,endolysin,endolysin,1.0,1.0
UPI00024C0820,endolysin,endolysin,0.92,1.0
UPI00024F1BAA,endolysin,endolysin,0.98,1.0
UPI0002662000,VAL,VAL,0.92,1.0
UPI00026C1EAC,endolysin,endolysin,0.93,1.0
UPI00026DF65B,VAL,VAL,1.0,1.0
UPI000274F05B,VAL,VAL,0.89,1.0
UPI00028B0371,VAL,endolysin,0.66,0.0
UPI00028B4610,VAL,VAL,0.99,1.0
UPI000292E8A9,VAL,VAL,1.0,1.0
UPI0002971DE5,endolysin,endolysin,1.0,1.0
UPI000299A8AC,endolysin,endolysin,0.89,1.0
UPI00029D1D0B,VAL,VAL,1.0,1.0
UPI00029D2CEF,VAL,VAL,0.99,1.0
UPI00029D3A5D,endolysin,endolysin,0.82,1.0
UPI00029D4272,endolysin,endolysin,0.99,1.0
UPI0002A7CF74,endolysin,endolysin,0.99,1.0
UPI0002A83116,endolysin,endolysin,0.99,1.0
UPI0002AB0A8C,VAL,VAL,0.57,1.0
UPI0002AB51AE,endolysin,endolysin,0.98,1.0
UPI0002B2761D,endolysin,endolysin,0.96,1.0
UPI0002C186EE,VAL,VAL,0.96,1.0
UPI0002E7EC1B,VAL,VAL,1.0,1.0
UPI0003255A98,endolysin,endolysin,1.0,1.0
UPI000332E1A8,VAL,VAL,0.89,1.0
UPI000334814A,VAL,VAL,0.95,1.0
UPI000387A87C,endolysin,endolysin,1.0,1.0
UPI0003880A5F,endolysin,endolysin,1.0,1.0
UPI0003919F5A,endolysin,endolysin,0.99,1.0
UPI00039233C5,endolysin,endolysin,1.0,1.0
UPI0003B7CEA2,endolysin,endolysin,0.97,1.0
UPI0003BC085E,endolysin,endolysin,0.89,1.0
UPI0003BC0867,VAL,endolysin,0.66,0.0
UPI0003BC09DB,endolysin,endolysin,0.93,1.0
UPI0003BC0B98,endolysin,endolysin,0.82,1.0
UPI0003BC1345,endolysin,VAL,0.89,0.0
UPI0003BC1A5D,endolysin,endolysin,0.75,1.0
